temp,pre
17.475,1033.0
17.475,1033.0
17.475,1033.0
17.475,1033.0
17.475,1033.0
16.666666,1424.7002
16.666666,1424.7002
16.666666,1424.7002
16.666666,1424.7002
16.758333,1220.3
16.758333,1220.3
16.758333,1220.3
16.758333,1220.3
16.233332,1318.0
16.233332,1318.0
16.233332,1318.0
16.233332,1318.0
16.275002,1228.4
16.233334,1013.3
17.116667,1070.2001
16.666666,1424.7002
16.666666,1424.7002
16.666666,1424.7002
16.758333,1220.3
16.758333,1220.3
16.758333,1220.3
16.666666,1424.7002
16.666666,1424.7002
16.666666,1424.7002
16.666666,1424.7002
16.758333,1220.3
16.758333,1220.3
16.758333,1220.3
16.758333,1220.3
17.499998,1041.9001
17.499998,1041.9001
17.499998,1041.9001
17.499998,1041.9001
17.116667,1401.2999
17.116667,1401.2999
17.116667,1401.2999
17.116667,1401.2999
16.775,1985.2001
16.775,1985.2001
16.775,1985.2001
20.3,1650.7002
20.3,1650.7002
20.3,1650.7002
16.208334,1040.8
16.208334,1040.8
16.258333,1301.2
16.258333,1301.2
16.258333,1301.2
15.808334,1221.5001
15.808334,1221.5001
15.808334,1221.5001
15.641667,1019.10004
15.641667,1019.10004
15.641667,1019.10004
15.808334,1221.5001
17.449999,1283.6001
17.449999,1283.6001
17.449999,1283.6001
17.449999,1283.6001
17.449999,1283.6001
17.449999,1283.6001
17.266666,2251.9
17.266666,2251.9
17.266666,2251.9
17.266666,2251.9
17.266666,2251.9
16.95,1485.0001
16.95,1485.0001
16.95,1485.0001
16.95,1485.0001
15.641667,1019.10004
15.641667,1019.10004
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
17.943752,1488.6
16.691668,976.2
16.691668,976.2
16.691668,976.2
16.691668,976.2
16.675001,1129.0
16.675001,1129.0
16.675001,1129.0
16.675001,1129.0
18.533333,1245.0001
18.533333,1245.0001
18.35,1383.5001
18.35,1383.5001
18.533333,1245.0001
18.533333,1245.0001
18.35,1383.5001
18.35,1383.5001
17.125,994.69995
17.125,994.69995
16.233332,1318.0
16.233332,1318.0
16.233332,1318.0
16.233332,1318.0
16.233332,1318.0
16.233332,1318.0
16.225,1023.6
16.225,1023.6
16.225,1023.6
16.225,1023.6
17.316668,1026.4
17.316668,1026.4
17.316668,1026.4
17.233334,1024.4
17.233334,1024.4
17.433332,1124.8002
17.433332,1124.8002
16.25,1064.5
16.25,1064.5
16.25,1064.5
16.25,1064.5
16.858334,1093.3999
16.858334,1093.3999
16.858334,1093.3999
16.858334,1093.3999
16.858334,1093.3999
16.858334,1093.3999
16.858334,1093.3999
16.858334,1093.3999
18.75,1609.7999
18.75,1609.7999
18.75,1609.7999
18.75,1609.7999
16.4,1086.6
16.4,1086.6
16.4,1086.6
16.4,1086.6
16.525002,957.50006
16.525002,957.50006
16.525002,957.50006
16.891666,1220.3002
16.891666,1220.3002
16.199999,1364.7
16.199999,1364.7
16.891668,979.7
16.891668,979.7
16.891668,979.7
16.275002,1228.4
16.275002,1228.4
16.275002,1228.4
16.275002,1228.4
15.766666,979.9
15.766666,979.9
15.766666,979.9
18.333334,1133.5
18.333334,1133.5
18.333334,1133.5
18.333334,1133.5
17.441668,1131.6001
17.441668,1131.6001
17.441668,1131.6001
17.441668,1131.6001
7.6333327,852.4
8.041667,777.30005
16.250002,873.7999
16.250002,873.7999
16.250002,873.7999
15.799999,1021.5
15.799999,1021.5
15.799999,1021.5
16.45,1057.8
16.45,1057.8
16.45,1057.8
16.625002,1069.6001
16.625002,1069.6001
16.625002,1069.6001
17.5,1340.2999
17.5,1340.2999
17.5,1340.2999
17.5,1340.2999
15.791665,1158.0
15.791665,1158.0
15.791665,1158.0
15.791665,1158.0
16.266666,1011.70013
16.266666,1011.70013
16.266666,1011.70013
16.266666,1011.70013
16.533333,1332.8999
16.533333,1332.8999
16.533333,1332.8999
16.533333,1332.8999
17.108334,1025.6
17.108334,1025.6
17.108334,1025.6
17.216665,1197.6001
17.216665,1197.6001
17.216665,1197.6001
17.216665,1197.6001
17.15,1206.0
17.15,1206.0
17.15,1206.0
17.15,1206.0
17.566668,1210.9999
17.566668,1210.9999
17.566668,1210.9999
17.700003,1120.6
17.700003,1120.6
17.700003,1120.6
17.700003,1120.6
17.491667,1116.2
17.491667,1116.2
